study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB35665	ERP118751	SAMEA6359343	ERS4125593	ERX3715181	ERR3711734	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	96425	53131775	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-22	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-22	9616977;11376067	4153bb26033b075d481ab60d44e534e6;4567457eb30af5b0697101b91ae05a0b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711734/ERR3711734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711734/ERR3711734_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711734/ERR3711734_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711734/ERR3711734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711734/ERR3711734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711734/ERR3711734_2.fastq.gz	9327976;11084846	af09ffd4b7bc382eb0403b24e39bf979;5580d861889f4a60ddd417526e0b5d81	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711734/M14F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711734/M14F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711734/M14F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711734/M14F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711734/M14F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711734/M14F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M14F-V3-V4		M14F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359344	ERS4125594	ERX3715182	ERR3711735	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	177600	98112626	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-23	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-23	16016769;19532049	10b9222487a181ecaa0c08c846243962;19b718cbb65abc8c5f7028b4b23ca6bd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711735/ERR3711735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711735/ERR3711735_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711735/ERR3711735_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711735/ERR3711735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711735/ERR3711735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711735/ERR3711735_2.fastq.gz	15474584;18983021	c0c49d9d54a947cbc3a4a0440db6b338;17ea8bbf42c9edcc7ddb2c06fc15011b	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711735/M15F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711735/M15F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711735/M15F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711735/M15F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711735/M15F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711735/M15F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M15F-V3-V4		M15F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359345	ERS4125595	ERX3715183	ERR3711736	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	141789	78189012	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-24	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-24	12962640;15499191	a8ee23d81f346b5adb0d28ba8d489d99;68867c30d1108f2dd277d2850c9dfc31	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711736/ERR3711736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711736/ERR3711736_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711736/ERR3711736_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711736/ERR3711736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711736/ERR3711736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711736/ERR3711736_2.fastq.gz	12519840;15099037	6d48f073d6607a28d0ccbe7b7df48ebd;9c21ee22f5333399c3819c2722c957e9	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711736/M16F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711736/M16F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711736/M16F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711736/M16F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711736/M16F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711736/M16F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M16F-V3-V4		M16F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359346	ERS4125596	ERX3715184	ERR3711737	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	142329	78808291	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-25	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-25	12840533;15066867	94138affcdb492d3cf66bc401895cfb7;404c023f55850ed7a5fd08e74a001d8f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711737/ERR3711737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711737/ERR3711737_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711737/ERR3711737_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711737/ERR3711737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711737/ERR3711737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711737/ERR3711737_2.fastq.gz	12397361;14650516	39a7d2a7039c4c9ea104a3d9027dd2de;899bfc1a27057959f7a59d3750c791fe	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711737/M17F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711737/M17F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711737/M17F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711737/M17F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711737/M17F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711737/M17F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M17F-V3-V4		M17F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359347	ERS4125597	ERX3715185	ERR3711738	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	116287	64260518	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-26	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-26	10220313;12485076	ceb9e34f32989986bf392749168326ce;072b31a29fcd5eb5561adcaf70da4bd9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711738/ERR3711738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711738/ERR3711738_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/008/ERR3711738/ERR3711738_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/008/ERR3711738/ERR3711738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711738/ERR3711738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711738/ERR3711738_2.fastq.gz	9853821;12143056	f478fea48ef5887e1b92c86454c4bef5;37b2d698a8f1bb57d5f7730d79a5773d	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711738/M18F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711738/M18F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711738/M18F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711738/M18F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711738/M18F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711738/M18F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M18F-V3-V4		M18F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359348	ERS4125598	ERX3715186	ERR3711739	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	78146	43236195	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-27	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-27	6675361;8198750	5a3d54370ff632851d771c85bf5c0c83;a74d48fa8cbff878542261b3cda6a522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711739/ERR3711739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711739/ERR3711739_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/009/ERR3711739/ERR3711739_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/009/ERR3711739/ERR3711739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711739/ERR3711739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711739/ERR3711739_2.fastq.gz	6428347;7961217	ddca301235189ed1919160afe3b61dfe;ec854f2c282b5690418676fc26f218ac	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711739/M19F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711739/M19F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711739/M19F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711739/M19F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711739/M19F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711739/M19F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M19F-V3-V4		M19F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359349	ERS4125599	ERX3715187	ERR3711740	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	65033	33856121	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-28	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:389-28	7497223;8044689	c28fa6c82a68f74794528c00e4483440;10edd932dd31d7c1f97181a85e3f0361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711740/ERR3711740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711740/ERR3711740_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/000/ERR3711740/ERR3711740_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/000/ERR3711740/ERR3711740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711740/ERR3711740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711740/ERR3711740_2.fastq.gz	7297731;7853586	83cbe9a0bc26a9515007b5ca81ea9c82;3b96ef63277d43ee8fcb159035359a76	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711740/M1F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711740/M1F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711740/M1F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711740/M1F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711740/M1F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711740/M1F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M1F-V3-V4		M1F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359350	ERS4125600	ERX3715188	ERR3711741	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	89504	49198394	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-29	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-29	7484029;10079299	77987f41cb71f326fbf8d52904e54de2;b80a018d8dcb5a0ca84314b7843f78e6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711741/ERR3711741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711741/ERR3711741_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/001/ERR3711741/ERR3711741_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/001/ERR3711741/ERR3711741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711741/ERR3711741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711741/ERR3711741_2.fastq.gz	7203368;9813066	eb1ce1ffc539efcffca74a7860f7440f;0c194eb80ef44d3b9e6b27e07c45183d	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711741/M20F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711741/M20F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711741/M20F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711741/M20F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711741/M20F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711741/M20F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M20F-V3-V4		M20F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359351	ERS4125601	ERX3715189	ERR3711742	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	38831	20197503	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-30	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-30	4378181;4729279	43f8747e4599d80a5b30e471f9df57dd;f226e03632d8c043a53f6988e97a544e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711742/ERR3711742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711742/ERR3711742_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/002/ERR3711742/ERR3711742_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/002/ERR3711742/ERR3711742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711742/ERR3711742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711742/ERR3711742_2.fastq.gz	4259253;4616961	195cc883f824592d86de0f8b12f70b84;664baf52e5ae71957e7c901c4456fc3e	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711742/M2F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711742/M2F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711742/M2F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711742/M2F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711742/M2F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711742/M2F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M2F-V3-V4		M2F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359352	ERS4125602	ERX3715190	ERR3711743	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	59539	31118576	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-31	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-31	6109287;6807810	206fff005eadb8726519725ede094548;256d809cc41e7c9ffbdff1c139419a25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711743/ERR3711743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711743/ERR3711743_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/003/ERR3711743/ERR3711743_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/003/ERR3711743/ERR3711743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711743/ERR3711743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711743/ERR3711743_2.fastq.gz	5924373;6636223	6a3e34765113d55aa0d88bbe67adfecb;934963ca84ecae22961ac49b6d42872e	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711743/M3F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711743/M3F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711743/M3F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711743/M3F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711743/M3F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711743/M3F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M3F-V3-V4		M3F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359353	ERS4125603	ERX3715191	ERR3711744	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	70387	36781313	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-32	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-32	7556046;8317057	9f3bba440e8bdeb999fc818fef70d4c8;da0ada3e19f92152c82c1bf3eb913659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711744/ERR3711744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711744/ERR3711744_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711744/ERR3711744_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711744/ERR3711744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711744/ERR3711744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711744/ERR3711744_2.fastq.gz	7343074;8110234	574db68c236a51db81ad862e464c170b;12607e2982c3c8469e68533ea54955f4	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711744/M4F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711744/M4F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711744/M4F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711744/M4F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711744/M4F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711744/M4F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M4F-V3-V4		M4F-V3-V4	0	2019-12-04
